no,tanggal,musim,tahun,bulan,jam,hari_libur,hari,hari_kerja,cuaca,suhu,suhu_subjek,kelembapan,kecepatan_angin,kasual,terdaftar,total
5524,2011-08-23,Gugur,2011,Agustus,01:00,0,Selasa,1,Cerah,24,27,49,13,6,13,19
5525,2011-08-23,Gugur,2011,Agustus,02:00,0,Selasa,1,Cerah,23,27,52,13,2,4,6
5526,2011-08-23,Gugur,2011,Agustus,03:00,0,Selasa,1,Cerah,23,27,52,19,2,4,6
5527,2011-08-23,Gugur,2011,Agustus,04:00,0,Selasa,1,Cerah,22,26,56,11,0,5,5
5528,2011-08-23,Gugur,2011,Agustus,05:00,0,Selasa,1,Cerah,22,26,56,13,1,35,36
5529,2011-08-23,Gugur,2011,Agustus,06:00,0,Selasa,1,Cerah,22,26,60,13,3,111,114
5530,2011-08-23,Gugur,2011,Agustus,07:00,0,Selasa,1,Cerah,25,31,49,13,11,333,344
5531,2011-08-23,Gugur,2011,Agustus,08:00,0,Selasa,1,Berkabut,25,31,50,0,43,461,504
5532,2011-08-23,Gugur,2011,Agustus,09:00,0,Selasa,1,Berkabut,27,31,44,0,34,191,225
5533,2011-08-23,Gugur,2011,Agustus,10:00,0,Selasa,1,Cerah,29,32,37,0,56,92,148
5534,2011-08-23,Gugur,2011,Agustus,11:00,0,Selasa,1,Cerah,29,32,34,7,62,124,186
5535,2011-08-23,Gugur,2011,Agustus,12:00,0,Selasa,1,Cerah,29,32,39,6,60,177,237
5536,2011-08-23,Gugur,2011,Agustus,13:00,0,Selasa,1,Cerah,30,33,30,7,70,164,234
5537,2011-08-23,Gugur,2011,Agustus,14:00,0,Selasa,1,Cerah,30,33,30,6,149,502,651
5538,2011-08-23,Gugur,2011,Agustus,15:00,0,Selasa,1,Cerah,30,33,34,15,178,423,601
5539,2011-08-23,Gugur,2011,Agustus,16:00,0,Selasa,1,Cerah,30,33,32,9,133,311,444
5540,2011-08-23,Gugur,2011,Agustus,17:00,0,Selasa,1,Cerah,30,33,34,15,133,339,472
5541,2011-08-23,Gugur,2011,Agustus,18:00,0,Selasa,1,Cerah,30,33,34,13,98,421,519
5542,2011-08-23,Gugur,2011,Agustus,19:00,0,Selasa,1,Cerah,27,31,50,15,70,297,367
5543,2011-08-23,Gugur,2011,Agustus,20:00,0,Selasa,1,Cerah,26,31,53,17,54,206,260
5544,2011-08-23,Gugur,2011,Agustus,21:00,0,Selasa,1,Cerah,25,31,57,0,38,173,211
5545,2011-08-23,Gugur,2011,Agustus,22:00,0,Selasa,1,Cerah,25,31,57,9,46,145,191
5546,2011-08-23,Gugur,2011,Agustus,23:00,0,Selasa,1,Cerah,25,30,61,9,19,61,80
5547,2011-08-24,Gugur,2011,Agustus,00:00,0,Rabu,1,Cerah,25,31,57,9,9,29,38
5548,2011-08-24,Gugur,2011,Agustus,01:00,0,Rabu,1,Cerah,25,30,60,7,7,17,24
5549,2011-08-24,Gugur,2011,Agustus,02:00,0,Rabu,1,Cerah,24,27,68,9,2,4,6
5550,2011-08-24,Gugur,2011,Agustus,03:00,0,Rabu,1,Cerah,24,27,68,9,0,1,1
5551,2011-08-24,Gugur,2011,Agustus,04:00,0,Rabu,1,Cerah,23,27,73,7,0,7,7
5552,2011-08-24,Gugur,2011,Agustus,05:00,0,Rabu,1,Cerah,23,27,73,7,1,26,27
5553,2011-08-24,Gugur,2011,Agustus,06:00,0,Rabu,1,Cerah,23,27,73,0,3,105,108
5554,2011-08-24,Gugur,2011,Agustus,07:00,0,Rabu,1,Cerah,25,30,64,6,11,297,308
5555,2011-08-24,Gugur,2011,Agustus,08:00,0,Rabu,1,Cerah,25,30,69,9,32,436,468
5556,2011-08-24,Gugur,2011,Agustus,09:00,0,Rabu,1,Cerah,26,30,69,17,44,169,213
5557,2011-08-24,Gugur,2011,Agustus,10:00,0,Rabu,1,Cerah,29,33,58,19,51,95,146
5558,2011-08-24,Gugur,2011,Agustus,11:00,0,Rabu,1,Cerah,30,33,54,20,57,128,185
5559,2011-08-24,Gugur,2011,Agustus,12:00,0,Rabu,1,Cerah,30,34,55,22,60,175,235
5560,2011-08-24,Gugur,2011,Agustus,13:00,0,Rabu,1,Cerah,31,34,48,28,56,180,236
5561,2011-08-24,Gugur,2011,Agustus,14:00,0,Rabu,1,Cerah,31,34,48,28,77,127,204
5562,2011-08-24,Gugur,2011,Agustus,15:00,0,Rabu,1,Cerah,31,34,48,30,63,141,204
5563,2011-08-24,Gugur,2011,Agustus,16:00,0,Rabu,1,Cerah,31,35,52,28,49,222,271
5564,2011-08-24,Gugur,2011,Agustus,17:00,0,Rabu,1,Cerah,31,35,52,24,83,484,567
5565,2011-08-24,Gugur,2011,Agustus,18:00,0,Rabu,1,Cerah,30,34,55,20,102,519,621
5566,2011-08-24,Gugur,2011,Agustus,19:00,0,Rabu,1,Cerah,30,34,55,20,93,347,440
5567,2011-08-24,Gugur,2011,Agustus,20:00,0,Rabu,1,Cerah,30,33,58,20,45,289,334
5568,2011-08-24,Gugur,2011,Agustus,21:00,0,Rabu,1,Cerah,29,33,61,24,47,189,236
5569,2011-08-24,Gugur,2011,Agustus,22:00,0,Rabu,1,Cerah,29,33,65,24,41,140,181
5570,2011-08-24,Gugur,2011,Agustus,23:00,0,Rabu,1,Cerah,28,32,69,20,16,54,70
5571,2011-08-25,Gugur,2011,Agustus,00:00,0,Kamis,1,Cerah,28,32,74,20,11,41,52
5572,2011-08-25,Gugur,2011,Agustus,01:00,0,Kamis,1,Cerah,28,32,69,26,4,11,15
5573,2011-08-25,Gugur,2011,Agustus,02:00,0,Kamis,1,Cerah,28,32,69,26,3,2,5
5574,2011-08-25,Gugur,2011,Agustus,03:00,0,Kamis,1,Cerah,27,31,74,22,2,2,4
5575,2011-08-25,Gugur,2011,Agustus,04:00,0,Kamis,1,Cerah,27,30,78,26,1,6,7
5576,2011-08-25,Gugur,2011,Agustus,05:00,0,Kamis,1,Cerah,27,30,83,28,1,25,26
5577,2011-08-25,Gugur,2011,Agustus,06:00,0,Kamis,1,Cerah,27,30,83,22,1,101,102
5578,2011-08-25,Gugur,2011,Agustus,07:00,0,Kamis,1,Berkabut,28,32,79,22,17,296,313
5579,2011-08-25,Gugur,2011,Agustus,08:00,0,Kamis,1,Berkabut,29,33,74,20,23,461,484
5580,2011-08-25,Gugur,2011,Agustus,09:00,0,Kamis,1,Berkabut,30,34,70,20,21,141,162
5581,2011-08-25,Gugur,2011,Agustus,10:00,0,Kamis,1,Berkabut,30,35,66,20,37,105,142
5582,2011-08-25,Gugur,2011,Agustus,11:00,0,Kamis,1,Hujan/Salju Ringan,29,33,79,0,39,112,151
5583,2011-08-25,Gugur,2011,Agustus,12:00,0,Kamis,1,Hujan/Salju Ringan,29,33,79,0,9,32,41
5584,2011-08-25,Gugur,2011,Agustus,13:00,0,Kamis,1,Cerah,29,33,79,7,7,30,37
5585,2011-08-25,Gugur,2011,Agustus,14:00,0,Kamis,1,Berkabut,30,35,74,0,27,86,113
5586,2011-08-25,Gugur,2011,Agustus,15:00,0,Kamis,1,Berkabut,30,35,70,0,28,104,132
5587,2011-08-25,Gugur,2011,Agustus,16:00,0,Kamis,1,Cerah,30,36,84,0,16,105,121
5588,2011-08-25,Gugur,2011,Agustus,17:00,0,Kamis,1,Cerah,30,36,84,0,28,284,312
5589,2011-08-25,Gugur,2011,Agustus,18:00,0,Kamis,1,Berkabut,30,36,84,9,31,377,408
5590,2011-08-25,Gugur,2011,Agustus,19:00,0,Kamis,1,Berkabut,27,30,78,22,31,241,272
5591,2011-08-25,Gugur,2011,Agustus,20:00,0,Kamis,1,Cerah,26,30,78,24,33,192,225
5592,2011-08-25,Gugur,2011,Agustus,21:00,0,Kamis,1,Cerah,26,30,78,19,29,158,187
5593,2011-08-25,Gugur,2011,Agustus,22:00,0,Kamis,1,Cerah,25,29,83,0,21,126,147
5594,2011-08-25,Gugur,2011,Agustus,23:00,0,Kamis,1,Cerah,25,29,83,6,15,69,84
5595,2011-08-26,Gugur,2011,Agustus,00:00,0,Jumat,1,Cerah,25,29,83,9,9,42,51
5596,2011-08-26,Gugur,2011,Agustus,01:00,0,Jumat,1,Cerah,25,29,83,0,10,13,23
5597,2011-08-26,Gugur,2011,Agustus,02:00,0,Jumat,1,Cerah,25,28,88,9,4,16,20
5598,2011-08-26,Gugur,2011,Agustus,03:00,0,Jumat,1,Cerah,25,27,88,7,3,8,11
5599,2011-08-26,Gugur,2011,Agustus,04:00,0,Jumat,1,Cerah,25,28,88,0,2,6,8
5600,2011-08-26,Gugur,2011,Agustus,05:00,0,Jumat,1,Berkabut,25,28,88,0,3,23,26
5601,2011-08-26,Gugur,2011,Agustus,06:00,0,Jumat,1,Cerah,25,28,88,0,5,100,105
5602,2011-08-26,Gugur,2011,Agustus,07:00,0,Jumat,1,Cerah,26,29,83,0,3,263,266
5603,2011-08-26,Gugur,2011,Agustus,08:00,0,Jumat,1,Cerah,27,30,83,7,17,387,404
5604,2011-08-26,Gugur,2011,Agustus,09:00,0,Jumat,1,Cerah,29,33,74,0,39,191,230
5605,2011-08-26,Gugur,2011,Agustus,10:00,0,Jumat,1,Cerah,30,35,66,6,34,89,123
5606,2011-08-26,Gugur,2011,Agustus,11:00,0,Jumat,1,Berkabut,31,36,62,0,63,151,214
5607,2011-08-26,Gugur,2011,Agustus,12:00,0,Jumat,1,Berkabut,31,36,66,7,70,173,243
5608,2011-08-26,Gugur,2011,Agustus,13:00,0,Jumat,1,Berkabut,32,37,59,7,72,165,237
5609,2011-08-26,Gugur,2011,Agustus,14:00,0,Jumat,1,Cerah,33,39,59,0,55,164,219
5610,2011-08-26,Gugur,2011,Agustus,15:00,0,Jumat,1,Berkabut,33,39,59,13,53,196,249
5611,2011-08-26,Gugur,2011,Agustus,16:00,0,Jumat,1,Cerah,32,37,62,7,50,293,343
5612,2011-08-26,Gugur,2011,Agustus,17:00,0,Jumat,1,Cerah,30,36,74,17,56,433,489
5613,2011-08-26,Gugur,2011,Agustus,18:00,0,Jumat,1,Berkabut,30,36,74,9,40,370,410
5614,2011-08-26,Gugur,2011,Agustus,19:00,0,Jumat,1,Cerah,30,35,79,7,55,235,290
5615,2011-08-26,Gugur,2011,Agustus,20:00,0,Jumat,1,Cerah,30,35,79,6,39,183,222
5616,2011-08-26,Gugur,2011,Agustus,21:00,0,Jumat,1,Cerah,30,35,79,11,38,152,190
5617,2011-08-26,Gugur,2011,Agustus,22:00,0,Jumat,1,Cerah,30,35,79,7,26,126,152
5618,2011-08-26,Gugur,2011,Agustus,23:00,0,Jumat,1,Cerah,29,33,84,6,22,114,136
5619,2011-08-27,Gugur,2011,Agustus,00:00,0,Sabtu,0,Cerah,29,33,84,7,33,112,145
5620,2011-08-27,Gugur,2011,Agustus,01:00,0,Sabtu,0,Cerah,29,33,84,11,13,51,64
5621,2011-08-27,Gugur,2011,Agustus,02:00,0,Sabtu,0,Cerah,29,33,84,13,18,59,77
5622,2011-08-27,Gugur,2011,Agustus,03:00,0,Sabtu,0,Berkabut,29,33,84,15,8,22,30
5623,2011-08-27,Gugur,2011,Agustus,04:00,0,Sabtu,0,Berkabut,29,33,84,15,1,3,4
5624,2011-08-27,Gugur,2011,Agustus,05:00,0,Sabtu,0,Berkabut,29,33,84,20,1,11,12
5625,2011-08-27,Gugur,2011,Agustus,06:00,0,Sabtu,0,Berkabut,29,33,84,20,3,15,18
5626,2011-08-27,Gugur,2011,Agustus,07:00,0,Sabtu,0,Berkabut,29,33,84,24,2,26,28
5627,2011-08-27,Gugur,2011,Agustus,08:00,0,Sabtu,0,Berkabut,29,33,84,17,14,62,76
5628,2011-08-27,Gugur,2011,Agustus,09:00,0,Sabtu,0,Berkabut,29,33,84,28,28,128,156
5629,2011-08-27,Gugur,2011,Agustus,10:00,0,Sabtu,0,Berkabut,29,33,79,31,51,154,205
5630,2011-08-27,Gugur,2011,Agustus,11:00,0,Sabtu,0,Hujan/Salju Ringan,27,30,89,28,15,73,88
5631,2011-08-27,Gugur,2011,Agustus,12:00,0,Sabtu,0,Hujan/Salju Ringan,27,30,83,33,11,65,76
5632,2011-08-27,Gugur,2011,Agustus,13:00,0,Sabtu,0,Hujan/Salju Ringan,27,30,83,26,10,33,43
5633,2011-08-27,Gugur,2011,Agustus,14:00,0,Sabtu,0,Hujan/Salju Ringan,26,29,89,37,4,19,23
5634,2011-08-27,Gugur,2011,Agustus,15:00,0,Sabtu,0,Hujan/Salju Ringan,26,29,89,37,2,28,30
5635,2011-08-27,Gugur,2011,Agustus,16:00,0,Sabtu,0,Hujan/Salju Ringan,26,29,89,35,10,14,24
5636,2011-08-27,Gugur,2011,Agustus,17:00,0,Sabtu,0,Hujan/Salju Ringan,26,29,89,56,2,14,16
5637,2011-08-28,Gugur,2011,Agustus,07:00,0,Minggu,0,Hujan/Salju Ringan,25,29,83,24,0,1,1
5638,2011-08-28,Gugur,2011,Agustus,08:00,0,Minggu,0,Hujan/Salju Ringan,25,29,83,28,2,6,8
5639,2011-08-28,Gugur,2011,Agustus,09:00,0,Minggu,0,Cerah,27,31,74,28,7,46,53
5640,2011-08-28,Gugur,2011,Agustus,10:00,0,Minggu,0,Cerah,29,33,61,41,27,115,142
5641,2011-08-28,Gugur,2011,Agustus,11:00,0,Minggu,0,Cerah,29,33,58,26,59,178,237
5642,2011-08-28,Gugur,2011,Agustus,12:00,0,Minggu,0,Cerah,30,33,51,26,88,218,306
5643,2011-08-28,Gugur,2011,Agustus,13:00,0,Minggu,0,Cerah,31,34,45,24,129,302,431
5644,2011-08-28,Gugur,2011,Agustus,14:00,0,Minggu,0,Cerah,32,35,43,28,157,290,447
5645,2011-08-28,Gugur,2011,Agustus,15:00,0,Minggu,0,Cerah,32,35,43,24,155,314,469
5646,2011-08-28,Gugur,2011,Agustus,16:00,0,Minggu,0,Cerah,33,36,36,26,196,295,491
5647,2011-08-28,Gugur,2011,Agustus,17:00,0,Minggu,0,Cerah,31,34,40,20,145,253,398
5648,2011-08-28,Gugur,2011,Agustus,18:00,0,Minggu,0,Cerah,30,33,42,15,145,257,402
5649,2011-08-28,Gugur,2011,Agustus,19:00,0,Minggu,0,Cerah,30,33,48,7,140,247,387
5650,2011-08-28,Gugur,2011,Agustus,20:00,0,Minggu,0,Cerah,30,33,45,7,64,150,214
5651,2011-08-28,Gugur,2011,Agustus,21:00,0,Minggu,0,Cerah,27,31,61,9,60,126,186
5652,2011-08-28,Gugur,2011,Agustus,22:00,0,Minggu,0,Cerah,26,30,69,7,25,73,98
5653,2011-08-28,Gugur,2011,Agustus,23:00,0,Minggu,0,Cerah,25,30,73,7,16,48,64
5654,2011-08-29,Gugur,2011,Agustus,00:00,0,Senin,1,Cerah,25,30,73,7,13,21,34
5655,2011-08-29,Gugur,2011,Agustus,01:00,0,Senin,1,Cerah,25,30,69,7,5,15,20
5656,2011-08-29,Gugur,2011,Agustus,02:00,0,Senin,1,Cerah,25,30,69,13,8,5,13
5657,2011-08-29,Gugur,2011,Agustus,03:00,0,Senin,1,Cerah,25,30,69,7,1,5,6
5658,2011-08-29,Gugur,2011,Agustus,04:00,0,Senin,1,Cerah,23,27,68,9,0,3,3
5659,2011-08-29,Gugur,2011,Agustus,05:00,0,Senin,1,Cerah,23,27,73,9,0,17,17
5660,2011-08-29,Gugur,2011,Agustus,06:00,0,Senin,1,Cerah,23,27,73,9,3,99,102
5661,2011-08-29,Gugur,2011,Agustus,07:00,0,Senin,1,Cerah,25,30,60,15,11,273,284
5662,2011-08-29,Gugur,2011,Agustus,08:00,0,Senin,1,Cerah,25,31,57,17,20,384,404
5663,2011-08-29,Gugur,2011,Agustus,09:00,0,Senin,1,Cerah,25,31,53,17,22,166,188
5664,2011-08-29,Gugur,2011,Agustus,10:00,0,Senin,1,Cerah,27,31,47,15,42,73,115
5665,2011-08-29,Gugur,2011,Agustus,11:00,0,Senin,1,Cerah,27,31,47,11,38,100,138
5666,2011-08-29,Gugur,2011,Agustus,12:00,0,Senin,1,Berkabut,28,32,44,11,48,159,207
5667,2011-08-29,Gugur,2011,Agustus,13:00,0,Senin,1,Berkabut,29,32,39,0,48,170,218
5668,2011-08-29,Gugur,2011,Agustus,14:00,0,Senin,1,Cerah,29,32,42,0,55,127,182
5669,2011-08-29,Gugur,2011,Agustus,15:00,0,Senin,1,Cerah,29,32,42,11,56,164,220
5670,2011-08-29,Gugur,2011,Agustus,16:00,0,Senin,1,Cerah,30,33,42,11,56,226,282
5671,2011-08-29,Gugur,2011,Agustus,17:00,0,Senin,1,Berkabut,29,32,47,15,67,524,591
5672,2011-08-29,Gugur,2011,Agustus,18:00,0,Senin,1,Cerah,27,31,47,17,60,487,547
5673,2011-08-29,Gugur,2011,Agustus,19:00,0,Senin,1,Cerah,27,31,47,17,50,317,367
5674,2011-08-29,Gugur,2011,Agustus,20:00,0,Senin,1,Cerah,26,31,53,11,50,227,277
5675,2011-08-29,Gugur,2011,Agustus,21:00,0,Senin,1,Cerah,26,31,53,13,34,168,202
5676,2011-08-29,Gugur,2011,Agustus,22:00,0,Senin,1,Cerah,25,31,57,9,23,119,142
5677,2011-08-29,Gugur,2011,Agustus,23:00,0,Senin,1,Cerah,25,30,60,6,19,56,75
5678,2011-08-30,Gugur,2011,Agustus,00:00,0,Selasa,1,Cerah,23,27,73,9,10,17,27
5679,2011-08-30,Gugur,2011,Agustus,01:00,0,Selasa,1,Cerah,23,27,68,7,6,7,13
5680,2011-08-30,Gugur,2011,Agustus,02:00,0,Selasa,1,Cerah,22,26,73,7,2,8,10
5681,2011-08-30,Gugur,2011,Agustus,03:00,0,Selasa,1,Cerah,22,26,73,13,2,2,4
5682,2011-08-30,Gugur,2011,Agustus,04:00,0,Selasa,1,Cerah,21,25,77,11,0,6,6
5683,2011-08-30,Gugur,2011,Agustus,05:00,0,Selasa,1,Cerah,21,25,77,6,1,27,28
5684,2011-08-30,Gugur,2011,Agustus,06:00,0,Selasa,1,Cerah,22,26,73,7,4,115,119
5685,2011-08-30,Gugur,2011,Agustus,07:00,0,Selasa,1,Cerah,23,27,68,9,19,338,357
5686,2011-08-30,Gugur,2011,Agustus,08:00,0,Selasa,1,Cerah,25,31,57,9,34,459,493
5687,2011-08-30,Gugur,2011,Agustus,09:00,0,Selasa,1,Cerah,27,31,50,15,38,180,218
5688,2011-08-30,Gugur,2011,Agustus,10:00,0,Selasa,1,Cerah,29,32,39,15,28,109,137
5689,2011-08-30,Gugur,2011,Agustus,11:00,0,Selasa,1,Cerah,30,33,37,13,60,115,175
5690,2011-08-30,Gugur,2011,Agustus,12:00,0,Selasa,1,Cerah,30,33,37,0,65,172,237
5691,2011-08-30,Gugur,2011,Agustus,13:00,0,Selasa,1,Cerah,30,33,35,7,59,170,229
5692,2011-08-30,Gugur,2011,Agustus,14:00,0,Selasa,1,Cerah,30,33,33,11,58,151,209
5693,2011-08-30,Gugur,2011,Agustus,15:00,0,Selasa,1,Cerah,30,33,35,15,34,162,196
5694,2011-08-30,Gugur,2011,Agustus,16:00,0,Selasa,1,Cerah,30,33,37,11,42,295,337
5695,2011-08-30,Gugur,2011,Agustus,17:00,0,Selasa,1,Cerah,30,33,42,13,62,549,611
5696,2011-08-30,Gugur,2011,Agustus,18:00,0,Selasa,1,Cerah,29,32,45,11,60,516,576
5697,2011-08-30,Gugur,2011,Agustus,19:00,0,Selasa,1,Cerah,27,31,50,6,68,397,465
5698,2011-08-30,Gugur,2011,Agustus,20:00,0,Selasa,1,Cerah,27,31,50,0,39,259,298
5699,2011-08-30,Gugur,2011,Agustus,21:00,0,Selasa,1,Cerah,26,30,65,6,43,180,223
5700,2011-08-30,Gugur,2011,Agustus,22:00,0,Selasa,1,Cerah,25,30,61,0,22,121,143
5701,2011-08-30,Gugur,2011,Agustus,23:00,0,Selasa,1,Cerah,25,30,61,0,19,74,93
5702,2011-08-31,Gugur,2011,Agustus,00:00,0,Rabu,1,Cerah,25,30,69,0,8,24,32
5703,2011-08-31,Gugur,2011,Agustus,01:00,0,Rabu,1,Cerah,25,30,69,0,2,13,15
5704,2011-08-31,Gugur,2011,Agustus,02:00,0,Rabu,1,Cerah,23,27,73,0,1,5,6
5705,2011-08-31,Gugur,2011,Agustus,03:00,0,Rabu,1,Cerah,23,27,78,0,2,4,6
5706,2011-08-31,Gugur,2011,Agustus,04:00,0,Rabu,1,Cerah,23,27,73,0,0,5,5
5707,2011-08-31,Gugur,2011,Agustus,05:00,0,Rabu,1,Cerah,22,26,83,6,2,25,27
5708,2011-08-31,Gugur,2011,Agustus,06:00,0,Rabu,1,Cerah,22,26,77,0,4,107,111
5709,2011-08-31,Gugur,2011,Agustus,07:00,0,Rabu,1,Cerah,25,29,78,0,12,316,328
5710,2011-08-31,Gugur,2011,Agustus,08:00,0,Rabu,1,Cerah,25,30,69,0,27,440,467
5711,2011-08-31,Gugur,2011,Agustus,09:00,0,Rabu,1,Cerah,26,30,69,6,27,217,244
5712,2011-08-31,Gugur,2011,Agustus,10:00,0,Rabu,1,Cerah,29,32,45,7,33,105,138
5713,2011-08-31,Gugur,2011,Agustus,11:00,0,Rabu,1,Cerah,30,33,42,9,28,143,171
5714,2011-08-31,Gugur,2011,Agustus,12:00,0,Rabu,1,Cerah,30,33,43,9,68,192,260
5715,2011-08-31,Gugur,2011,Agustus,13:00,0,Rabu,1,Cerah,30,33,37,7,39,182,221
5716,2011-08-31,Gugur,2011,Agustus,14:00,0,Rabu,1,Cerah,30,33,40,9,48,148,196
5717,2011-08-31,Gugur,2011,Agustus,15:00,0,Rabu,1,Cerah,30,33,40,9,34,138,172
5718,2011-08-31,Gugur,2011,Agustus,16:00,0,Rabu,1,Cerah,30,33,42,9,46,263,309
5719,2011-08-31,Gugur,2011,Agustus,17:00,0,Rabu,1,Cerah,30,33,45,9,83,525,608
5720,2011-08-31,Gugur,2011,Agustus,18:00,0,Rabu,1,Cerah,29,33,51,15,70,495,565
5721,2011-08-31,Gugur,2011,Agustus,19:00,0,Rabu,1,Cerah,34,39,47,17,53,393,446
5722,2011-08-31,Gugur,2011,Agustus,20:00,0,Rabu,1,Cerah,27,31,57,9,30,259,289
5723,2011-08-31,Gugur,2011,Agustus,21:00,0,Rabu,1,Cerah,27,31,61,6,27,174,201
5724,2011-08-31,Gugur,2011,Agustus,22:00,0,Rabu,1,Cerah,26,30,69,0,20,137,157
5725,2011-08-31,Gugur,2011,Agustus,23:00,0,Rabu,1,Cerah,25,29,78,7,24,60,84
5726,2011-09-01,Gugur,2011,September,00:00,0,Kamis,1,Cerah,25,29,78,7,18,33,51
5727,2011-09-01,Gugur,2011,September,01:00,0,Kamis,1,Cerah,25,30,73,6,7,14,21
5728,2011-09-01,Gugur,2011,September,02:00,0,Kamis,1,Cerah,24,27,78,6,14,11,25
5729,2011-09-01,Gugur,2011,September,03:00,0,Kamis,1,Cerah,24,27,78,6,7,7,14
5730,2011-09-01,Gugur,2011,September,04:00,0,Kamis,1,Cerah,23,27,83,6,0,7,7
5731,2011-09-01,Gugur,2011,September,05:00,0,Kamis,1,Cerah,23,27,73,6,1,22,23
5732,2011-09-01,Gugur,2011,September,06:00,0,Kamis,1,Cerah,25,29,78,0,2,103,105
5733,2011-09-01,Gugur,2011,September,07:00,0,Kamis,1,Cerah,25,29,78,0,7,335,342
5734,2011-09-01,Gugur,2011,September,08:00,0,Kamis,1,Cerah,25,30,73,9,31,467,498
5735,2011-09-01,Gugur,2011,September,09:00,0,Kamis,1,Cerah,26,30,69,7,29,178,207
5736,2011-09-01,Gugur,2011,September,10:00,0,Kamis,1,Cerah,28,32,61,9,46,92,138
5737,2011-09-01,Gugur,2011,September,11:00,0,Kamis,1,Cerah,30,33,51,9,51,141,192
5738,2011-09-01,Gugur,2011,September,12:00,0,Kamis,1,Berkabut,30,33,51,9,64,165,229
5739,2011-09-01,Gugur,2011,September,13:00,0,Kamis,1,Berkabut,30,33,48,6,50,169,219
5740,2011-09-01,Gugur,2011,September,14:00,0,Kamis,1,Hujan/Salju Ringan,30,33,54,17,54,144,198
5741,2011-09-01,Gugur,2011,September,15:00,0,Kamis,1,Cerah,30,33,51,9,39,135,174
5742,2011-09-01,Gugur,2011,September,16:00,0,Kamis,1,Cerah,30,33,51,13,55,253,308
5743,2011-09-01,Gugur,2011,September,17:00,0,Kamis,1,Cerah,30,33,54,17,61,567,628
5744,2011-09-01,Gugur,2011,September,18:00,0,Kamis,1,Cerah,30,33,54,15,69,462,531
5745,2011-09-01,Gugur,2011,September,19:00,0,Kamis,1,Cerah,29,33,58,11,79,364,443
5746,2011-09-01,Gugur,2011,September,20:00,0,Kamis,1,Cerah,27,31,61,15,33,247,280
5747,2011-09-01,Gugur,2011,September,21:00,0,Kamis,1,Berkabut,27,31,57,13,17,160,177
5748,2011-09-01,Gugur,2011,September,22:00,0,Kamis,1,Berkabut,27,31,57,15,34,145,179
5749,2011-09-01,Gugur,2011,September,23:00,0,Kamis,1,Cerah,26,30,65,17,15,111,126
5750,2011-09-02,Gugur,2011,September,00:00,0,Jumat,1,Cerah,26,30,65,13,6,58,64
5751,2011-09-02,Gugur,2011,September,01:00,0,Jumat,1,Hujan/Salju Ringan,25,30,73,7,4,28,32
5752,2011-09-02,Gugur,2011,September,02:00,0,Jumat,1,Hujan/Salju Ringan,25,30,73,7,9,11,20
5753,2011-09-02,Gugur,2011,September,03:00,0,Jumat,1,Berkabut,25,28,83,11,4,4,8
5754,2011-09-02,Gugur,2011,September,04:00,0,Jumat,1,Cerah,25,28,83,6,2,2,4
5755,2011-09-02,Gugur,2011,September,05:00,0,Jumat,1,Berkabut,25,28,83,9,0,20,20
5756,2011-09-02,Gugur,2011,September,06:00,0,Jumat,1,Cerah,25,28,83,9,3,73,76
5757,2011-09-02,Gugur,2011,September,07:00,0,Jumat,1,Cerah,25,28,83,7,6,253,259
5758,2011-09-02,Gugur,2011,September,08:00,0,Jumat,1,Cerah,25,30,78,13,22,434,456
5759,2011-09-02,Gugur,2011,September,09:00,0,Jumat,1,Berkabut,25,29,83,7,30,190,220
5760,2011-09-02,Gugur,2011,September,10:00,0,Jumat,1,Berkabut,26,30,76,11,34,106,140
5761,2011-09-02,Gugur,2011,September,11:00,0,Jumat,1,Berkabut,27,31,74,7,51,141,192
5762,2011-09-02,Gugur,2011,September,12:00,0,Jumat,1,Berkabut,27,31,69,15,82,178,260
5763,2011-09-02,Gugur,2011,September,13:00,0,Jumat,1,Berkabut,28,32,65,9,72,207,279
5764,2011-09-02,Gugur,2011,September,14:00,0,Jumat,1,Berkabut,29,33,61,7,75,208,283
5765,2011-09-02,Gugur,2011,September,15:00,0,Jumat,1,Berkabut,29,33,61,17,69,277,346
5766,2011-09-02,Gugur,2011,September,16:00,0,Jumat,1,Berkabut,29,33,61,9,82,299,381
5767,2011-09-02,Gugur,2011,September,17:00,0,Jumat,1,Berkabut,28,32,65,11,78,377,455
5768,2011-09-02,Gugur,2011,September,18:00,0,Jumat,1,Berkabut,28,32,65,13,50,305,355
5769,2011-09-02,Gugur,2011,September,19:00,0,Jumat,1,Cerah,27,31,69,9,67,220,287
5770,2011-09-02,Gugur,2011,September,20:00,0,Jumat,1,Cerah,26,30,73,0,38,158,196
5771,2011-09-02,Gugur,2011,September,21:00,0,Jumat,1,Berkabut,26,30,73,6,28,121,149
5772,2011-09-02,Gugur,2011,September,22:00,0,Jumat,1,Berkabut,26,30,73,11,33,114,147
5773,2011-09-02,Gugur,2011,September,23:00,0,Jumat,1,Berkabut,26,30,73,11,30,68,98
5774,2011-09-03,Gugur,2011,September,00:00,0,Sabtu,0,Berkabut,26,30,73,7,22,65,87
5775,2011-09-03,Gugur,2011,September,01:00,0,Sabtu,0,Berkabut,26,30,69,17,17,57,74
